protocol_name,knesset_number,protocol_type,speaker_name,sentence_text
16_ptv_548530.docx,16,committee,מיכאל איתן,אני רוצה לעצור אותך לרגע כדי להסביר את מה שעובר אצלי ולקבל פידבק מכם . לא ניכנס לזה עכשיו . נשאלת על כך כאן . מה עם רוסיה ? נדמה לי שאפילו נהריה .
16_ptv_548530.docx,16,committee,מיכאל איתן,"אני מודה לכל המוזמנים , האורחים וחברי הכנסת שהגיעו לדיון החשוב הזה . ועדת הכנסת החליטה שלגבי החוק הזה ייקבעו הליכי דיון שונים מהמקובל והקבוע בתקנון הכנסת , וניסינו לדמות את החוק הזה לחוק ההסדרים . על - פי המשפט הבין - לאומי אין מניעה שהמדינה תוותר . לא יכול להיות שתהיה אחריות הומניטרית , ולכן יאלצו גורם מסוים שלא לעזוב , כי הוא עוזב בתנאים שבהם הוא מפקיר אוכלוסייה ? אז לא צריך את השני ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"נניח לרגע שהמדינה מגיעה להסדר עם הישות הפלסטינית , ומחליטה חד - צדדית לוותר על שטח מסוים ולספח אותו , עם האנשים . פרופ' שטרית , אני חייב לקטוע אתך . היית צריך לתת כבוד . אני רוצה להישאר כאן . הם חסרים לי סביב השולחן הזה ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"רשומים חברי הכנסת פינס , וילן , אדלשטיין . אתה אומר שאם נהיה ראויים , תהיה לנו ארץ ישראל . הם משחררים את הצבא מזה . תודה רבה . אתם רוצים להעביר את זה לרשות אחרת בגלל עניינים מדיניים ?"
16_ptv_548530.docx,16,committee,מיכאל איתן,"לא שמעתי את ראש הממשלה . מצד אחד יש כאן חוק שזכה לרוב בקריאה ראשונה בכנסת , והוא תומך במדיניות ממשלתית ובעצם במעשה המדינה . נדבר על הדברים ברמה העקרונית . שאלתי על ערבים . איש לא מתחייב בפניהם לזה ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"כאמור , ועדת הכספים אינה עוסקת בנושאים האלה בדרך כלל , וגם הצוות המקצועי שמלווה את דיוניה אינו מתמקצע בסוגיות האלה . אנחנו צריכים להיות מאוד זהירים שלא לעשות מהלך כזה בלי לשים לב לכל התוצאות שיכולות להיות לו . בשם אילו ערכים עושים את זה ? חזרתי על זה פעמיים . כלומר מבחינת הדין הישראלי ,"
16_ptv_548530.docx,16,committee,מיכאל איתן,"סיכום , או אולי אפילו צריך להצביע , יכול להיות שגם את זה נעשה . צריך להתחיל בהם . הוא עבד , שתל שתילים , נטע עצים – ואתה חקלאי , אתה יודע מה זה – הוא קשור למקום . תודה . הם כל הזמן מגינים על גופנו ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"כן , אני מניח . נניח שהוא אומר שלא יהיה ישראלי . שמענו . הדברים נאמרו , כולם מבינים מצוין לאן אתה חותר . אם כבר אתה מדבר ברמה הזאת , אתה תיארת מצב שלא כולל את כולם ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אתן לך להמשיך בפעם הבאה . זכותם של חברי להעלות את ההשגות שלהם ואת התסריט שלהם . אם אתם רוצים שנקבל את זה כעמדת ועדה , אצטרך קודם כול לשמוע את היועצת המשפטית . נגד הטיעון הזה אני לא שומע מספיק קולות , ובמיוחד אני רוצה לשמוע את הקולות של האנשים שמגנים תמיד על זכויות האדם , הפילוסופים . אל תברח לדוגמאות אבסורדיות ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"או אוסטריה ואיטליה . חבר הכנסת רביץ . יש אפשרות לקיים מספיק דיונים . מה זה ? סליחה , אני עוזב לרגע ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אם אתה מדבר על רגישות ואתה רוצה להסתכל על האנשים , תהיה בצד שלהם רגע , תחפש את הנקודה שלהם . אני שואל מצד הציבור . לפנים משורת הדין אתן לחבר הכנסת כהן לדבר עכשיו , אחר כך ידבר עו""ד מירון ואחר כך חבר הכנסת יצחק לוי . דווקא בגלל זה יש זכות במשפט הבין - לאומי ויש מניעה להעביר אוכלוסיות משטחים מוחזקים . כלומר , מעובדת החלת הריבונות , או החוק המנהל , נקרא לזה , אתה יכול לראות שמבחינת הדין הישראלי יש הבחנה וסטטוס מיוחדים לשטחים שהם יהודה ושומרון ועזה ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אז הוא מוכן לוותר אפילו על האזרחות על מנת להראות שהזכות , שהזיקה , חזקה יותר ממנה . זה יהיה לא בסדר אם אנחנו , מי שמחזיקים מעצמנו בעלי המקצוע , נעביר נושאים מסוימים למקום אחר , ששם יעשו עבודה לא טובה . נקיים התייעצות גם עם אנשי המקצוע . לא יהרגו אותם , אני לא חושב שזו קרבה ודאית שיהרגו אותם . אני מניח שגם לו לא תהיה בעיה ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"לכן כשמישהו בא להגן על מישהו נגד רצונו של המוגן , אני תמיד זהיר מאוד , אני בודק זאת בשבע עיניים . מה קורה ? המתן בסבלנות , אני אגיע לקטע שבו נדבר על הסנקציות ותוכל לשלב את הדברים שלך . להתפלל לאלוהים , ואולי אסתדר עם מי שיבוא במקומכם . הוא אינו מופעל ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אמרתי שאת מה שאנחנו לא חייבים לעסוק בו , נשאיר בוועדת הכספים . תודה . חבר הכנסת רביץ , אני רושם גם אותך וגם את האחרים שמבקשים לדבר . הוא מוכן לוותר על האזרחות , ושהמדינה תעזוב אותו במנוחה . כרגע זה המצב ."
16_ptv_548530.docx,16,committee,מיכאל איתן,המדינה הולכת משם . לא מגבילים אותם . מה עם ארצות - הברית ? אתה שואל אם הדיון טקסי או יש בו מהות כלשהי . מצד שני דיון הוגן בעיני הוא דיון על - פי צורכי הדיון ולא על - פי צרכים פוליטיים – לדחות או לא לדחות את ביצוע החלטות הממשלה .
16_ptv_548530.docx,16,committee,מיכאל איתן,"מצד שני , יש בני אדם , ולהם יש זכויות . בסדר . בעצם אימצנו הכול . מליאת הכנסת אישרה אותה בקריאה ראשונה . אני רוצה לסכם ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"רמת הגולן , למשל , לא היתה חלק מהשטחים האלה , ולכן לא היה אפשר להחיל שם את החוק . אני מבקש לפתוח את הדיון . אמרת שהאנשים באו בפקודה , וזה הכול עניין של ממשלה . האם יש לי זכות להוציא אותם משם ? לא כרגע ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"למה הכוונה ? את חיילי צה""ל הפקירו , אז יגנו על אנשים שנכנסים ברמה כזאת ? חבר הכנסת לוי , אחריו פרופ' שמעון שטרית . חבר הכנסת יולי אדלשטיין , בבקשה . עזרתי למר בלס ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אתה אומר שזה לא חוקי . הוא לא מתחשב בדיון , הוא כנראה לא יבוא יותר . אבל לא שאלתי על יהודים . האם לגבי התושבים האלה יש דין שונה ? תודה רבה ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אני לא צריך להתווכח אתך על סדרי הדיון . לדעתי מכאן עלינו להתחיל . יש משפט בין - לאומי , יש משפט העמים , עמדות הסברה של המדינה בסוגיות שונות , יש עמדה של האנשים , יש עמדה של זכויות אדם של הפרט . למה ? לכל דיון הכי קטן הם באים ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אנסה לעשות כל מאמץ – ואם מישהו יכול לעזור בכך , אני רק אשמח – לקיים עוד דיון כזה . אבל מבחינת הדין הישראלי לפחות , זה נתן לנו מעמד בעזה וביהודה ושומרון , שכן היו חלקים ממנה – בהחלט . חבר הכנסת לוי , כל אחד ישאל את השאלה שלו . היא תלך עם הוריה . היא תגיד את עמדתה עכשיו ."
16_ptv_548530.docx,16,committee,מיכאל איתן,תודה . אתה לא תקבע לי מה יותר חשוב ומה פחות חשוב . אפילו החלנו עליהם את חוק רשות השידור בעניין גביית אגרה . מה אתם רוצים ? אפשר לומר לו שיש אחוז גבוה מאוד שייפגע .
16_ptv_548530.docx,16,committee,מיכאל איתן,אני לא רואה דיון בעניין הזה . אני מתנצל . הכוונה לבית הדין הבין - לאומי הפלילי ? ביקשתי להזמין גם גורמים שמייצגים את המתיישבים . למה לא גם שם ?
16_ptv_548530.docx,16,committee,מיכאל איתן,"הוא לא דיבר על שטח כבוש אלא על האנשים . לפעמים יש מצבים רפואיים מסוימים שבהם אנחנו כופים טיפול על אנשים . טוב , הוא מדבר לתקשורת , למה אתם מקשיבים ? זה מזכיר לי את הפעם שהפגנתי מול משרד הביטחון בתל - אביב בתקופת הסכמי אוסלו , והמשטרה הדפה אותי . אני אזמין אותם ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"מה לגבי פרופ' שטרית ? כך חתכו . זה בא מתרגום המצב שהיה ערב הקמת המדינה . אני מדבר על מקרה שבו האדם אומר שחשובה לו יותר האוטונומיה העצמית שלו כאדם והדברים שהוא חי אתם – הבית והקניין . אני שותף למה שאמר חבר הכנסת אלון , במובן הזה שאנחנו עושים מהלך שהוא מאוד משמעותי ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"גם אני משתמש פעמים רבות בדיונים על מנת להשהות קבלת החלטות , אבל כיושב - ראש לא אתן לזה יד . דיברתי על ממשלה . זה ערך חשוב כל כך לאנשים . נראה לי שיש כאן בעיה במה שהצגתי . שאלתי שאלה מוגדרת , לא מעניינים אותי דברים אחרים ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אני יודע למה אמרתי את זה . אני דווקא הייתי מזמין כמה אנשים מתחום הרוח . אני לא רוצה מדבשכם ולא מעוקצכם . בעניין הזה נציג משרד המשפטים יאמר מה הוא חושב בדילמה הזאת – כפתיחה בלבד . בהתחלה רצו שהחוק יידון במקום אחר – אבל אני אמרתי שיש דברים שמחובתנו , כוועדת החוקה , לדון בהם ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"חברי כנסת בוועדת הכספים שיושבים בכל יום , או שלוש פעמים בשבוע , מתמקצעים , לומדים ומקבלים אמות מידה ; בעיני עדיין יש הבחנה בין אדם שנולד במקום לבין מי שהיגר לשם . גם זכויות של מקרקעין . היא עוסקת גם בחקיקה וגם בהכנת הצעת חוקה . האם בידי הציבור הסמכות לפעול ?"
16_ptv_548530.docx,16,committee,מיכאל איתן,"הממשלה מבצעת הרבה דברים בהחלטות , בלי חוקים . חבר הכנסת וילן , בבקשה . אני מתפלא שדווקא איש מרצ הופך לשוביניסט ולאומני ואומר את המילה "" ישראלי "" . אבל הדוגמה שלנו אחרת . היא הועברה לוועדת הכנסת על מנת שתדון באיזו ועדה יידונו סעיפי החוק ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"יש עמדה של מסר לגבי פיקוח נפש . חבר הכנסת פינס , בבקשה . אבל בשטחים שהם שטחי ארץ ישראל זה היה אפשרי רק על - ידי מנשר . האם החלטתה חוקית ? אי - אפשר לבוא אליו בטענה כזאת ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"לכו . זו לא היתה הנחיה . אני רוצה שתמשיך ותתייחס לדברים אחרי כן , חבר הכנסת לוי . שמעתי שחבר הכנסת ליברמן אמר שזה חלק מהתוכנית המדינית שלו . נלך לפי הסדר ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"לא הבנתי את זה מההרצאה המלומדת ששמענו כאן . אני מבקש . עוד נעשה בירור , לא נאמר דבר בגנותם עד שלא נשמע הסברים . אתה חבר ועדת הכספים , פנה ליושב - ראש ותתחילו לדון בזה . אני לא מדבר על אדם שעקר ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"אנשים , הדם שלהם נשפך ולא באו להוציא אותם בגלל שיקולים מדיניים . גם לגבי מי שבאו יש בעיה , אבל מה לגבי מי שנולדו שם ? זה גרוע מבנג'י . אל תגיד לי מה טובתי . נניח שהממשלה אומרת להם שיש סכנה קרובה לוודאות שהם יאבדו את חייהם , שהם ייפגעו , והם בכל זאת משיבים שהם רוצים לקחת את גורלם בידם – האם נשמעים להם או כופים עליהם ?"
16_ptv_548530.docx,16,committee,מיכאל איתן,"זו שערורייה שלא תיאמן . יש כאן אנשים שנראה לי שגיבשו דעה , הם לא מתלבטים ולא מתחבטים . אבל יש סיכון גבוה . מאיפה הכוח המוסרי לקחת את האדם הזה עמה ? נמצאים כאן גם נציגי משרד המשפטים ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"נרשום שפרופ' שטרית יפתח את הדיון בפעם הבאה . מה שתעשה המדינה זו בעיה שלה אחר כך . אין לכם סיבה לקחת אותי מכאן בכוח . אני לא רוצה לקבוע עמדה . האם הפסול הוא בעצם קבלת החלטת הממשלה לעזוב שטח מסוים , לוותר על שליטה בשטח מסוים , או הפסול הוא בעצם זכות האדם להישאר בביתו ?"
16_ptv_548530.docx,16,committee,מיכאל איתן,"הם כאן בשביל כל שטות . אז יהיה לך זמן . לדעתי כדאי לשמוע את הדוברים בסבב בעניין הזה , שאנשים ייתנו את הדעת על הדברים . בעצם אתה אומר שלממשלת ישראל אין סמכות לוותר על שליטה בשטח כלשהו משטחי ארץ ישראל . אם כן , אנחנו נמשיך בדיון הכללי הזה , ואם תרצו שנקבל החלטה עקרונית בעקבותיו ,"
16_ptv_548530.docx,16,committee,מיכאל איתן,"ראשית , לא בטוח שנשלח . הצורך הציבורי הוא לצאת . אבל מי שנולד שם – אי - אפשר לטעון כלפיו שהיה צריך לדעת שיום אחד המצב ישתנה ותהיה בעיה . אנחנו דנים בחוק שיש לו השלכות על חיי העם כולו . אם הם הוזמנו ולא באו , זאת השערורייה הגדולה ביותר שהיתה כאן ."
16_ptv_548530.docx,16,committee,מיכאל איתן,"חבר הכנסת סער , בעצמך אמרת שאימצנו חלקים שלה . מצד אחד אני רוצה לאפשר מיצוי הדיון בכל סעיף ובכל הוראה בחוק ; מבחינתי – ונדמה לי שגם חבר הכנסת רביץ אמר זאת במילים שלו – הדיון כאן אינו ממצה את השאלה הזאת . יש מצב שאני רוצה לדעת עליו תשובה , ואם אתה יכול להתייעץ עם רבנים , אשמח . לא רציתי להגיד שהיא לא יכולה ."
16_ptv_548530.docx,16,committee,סיגל קוגוט,"אני מבהירה שהחוק אומר שצריך אישור של הכנסת ברוב חברים . אני מעדיפה שנעשה זאת בצורה מסודרת . היושב - ראש יודע שאלו סעיפים שיכולים להידון גם אצלנו . אני מפנה לעמ' 11 מסעיף 22 עד סעיף 27 . אם לא רוצים לקחת את המינימום , אני יכולה למצוא סעיפים נוספים שיכולים להיות אצלנו ."
16_ptv_548530.docx,16,committee,רוני בר-און,"גם את האזרחות הישראלית שלו הוא לא בוחר . לגוף הזה אין קשר לדיון שבפנינו ? חברי כנסת שלא ידברו בישיבה הזאת , זכותם נשמרת לישיבה הבאה ? תגיד לו שאתה לא דן בנושא , אתה פשוט מרצה . קודם הוא מדבר על טריטוריה ."
16_ptv_548530.docx,16,committee,רות לפידות,"אם הערבים הללו הם אזרחי ישראל ותושבי ישראל , אתה רשאי להוציאם משם , גם אם הם ערבים . ההעברה היתה כדין , איטליה ויתרה על השטחים וצרפת קיבלה אותם , אבל האוכלוסייה קיבלה זכות לעזוב את השטחים האלה אם לא רצתה להישאר בהם . מותר אפילו לגרש אזרחים זרים , בתנאי שיש לכך הנמקה סבירה , הנמקה הגיונית ולא שרירותית . נכון שלאדם יש זכות קניין , נכון שיש לו זכות לשבת במקום שבו הוא יושב – אבל הזכות הזאת אינה אבסולוטית , והמדינה רשאית לפגוע בה אם הדבר נעשה מתוך שיקולים נכונים ולא שרירותיים . בוקר טוב ."
16_ptv_548530.docx,16,committee,רות לפידות,"אלי הקולגות שלי ימצאו משהו אחר . זה מאוד תלוי בנסיבות . הזר – יש לו זכויות מעטות בהרבה מלאזרח . לא , אין , אני מצטערת . יותר מזה , אתה אפילו רשאי להפקיע רכוש של זר בתנאי שאתה משלם לו פיצוי הוגן ."
16_ptv_548530.docx,16,committee,רות לפידות,"שטחים מסוימים הועברו מאיטליה לצרפת . ישראל לא סיפחה את עזה . שוב , אם זה לא שרירותי . הם עוברים עם השטח למדינה האחרת או נשארים במדינה הזאת , אבל צריכים לעבור למקום אחר . היא לא עוסקת בנושא הזה ."
16_ptv_548530.docx,16,committee,רות לפידות,"לא , הם יושבים בשטח מדינת ישראל , ואילו עזה אינה חלק משטח מדינת ישראל . הדוגמה שאני חושבת עליה כרגע היא מה שהיה אחרי מלחמת העולם השנייה . אני משערת שהזמנת אותי כדי לשאול אם המשפט הבין - לאומי מאפשר לעשות את הדברים האלה . אני חושבת שמותר , אבל צריך לתת לתושבים אפשרות לעבור למקום אחר אם הם רוצים , אז מה הרווחת ? גם אני סיימתי , תודה ."
16_ptv_548530.docx,16,committee,רותם ,"אני רוצה להישאר הבעלים של הבית שלי , אני נהנה מזה שיש שם בית נופש . נכון , אבל הפעם אתה הצבעת בעד או נגד , ואתה אחראי . מי אחראי לכך ? תשתלו שם עצי זית , אני מבטיח לכם שיהיה לכם יתרון . אבל יש לי שם בית , ואני רוצה להישאר בעל בית ."
16_ptv_548530.docx,16,committee,רותם ,"אחר כך הוקמה ועדת חקירה , ראש ממשלת ישראל היה צריך לתת הסברים – גם בעולם – על כל מיני דברים . כשמדובר ב- 1,200 עצים , מזיזים את הגדר גם אם יש פגיעה בביטחון , כי מדובר בעצים . על - פי המשפט הבין - לאומי אין סיום כיבוש בדרך של נסיגה חד צדדית . נניח שזהו שטח כבוש , בדיוק כמו סברה ושתילה במלחמת לבנון , ואתם מחליטים לפנותו ; הרי אין ספק שהעולם והמשפט הבין - לאומי יאמרו שממשלת ישראל אחראית ."
16_ptv_548530.docx,16,committee,רותם ,"אבל אתם עושים את זה לא בהסכם עם גוף אחר . ממילא אתה לא אחראי גם היום . אני לא רוצה להיכנס לשאלה של שטח כבוש או לא . כשמזיזים יהודים , איזו בעיה יש ? סליחה , אתה משאיר תשתיות , אתה מודיע שתשמור על ציר פילדלפי ואתה מודיע שתיכנס לשם כשיהיו קסאמים ."
16_ptv_548530.docx,16,committee,רותם ,"תבדקו באיזה מצב אתם נמצאים , באיזה מצב מעמידים את ממשלת ישראל או את מדינת ישראל – שממשיכה להיות אחראית לכל מה שקורה , כי אין הסכם ואנחנו ברחנו . קראו את פסק הדין בנושא הגדר . זה לא פיקוח נפש – אני רוצה שיהיה לי שם בית . רצו לקנות את זה לפני הבעיות של חוק התקציב . הולך להיות הסכם שלום , ואז יהיה לי בית קיט על הים , אתם יודעים כמה כסף זה ייתן ?"
16_ptv_548530.docx,16,committee,רותם ,"אני לא רוצה פיצויים , אני מוותר , השאירו לי את הבעלות על הבית . אם כך , אז למה לא להישאר ? אני מאמין להם . זה לא כמו אז , ששר הביטחון לקח אחריות . אני ביקשתי ממך ייעוץ כלכלי ?"
16_ptv_548530.docx,16,committee,רותם ,"אז אנחנו אחראים לכל מה שקורה שם . שם הוא היה שר הביטחון . אני יודע שממשלת ישראל תחזור לשם – כי גם השמאל אומר שאם יהיו משם הפגזות ובעיות , נחזור . במשפט הבין - לאומי בדרך כלל כיבוש נגמר בהסכם , או בהחזרה למדינה הנכבשת . תודה ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"אנחנו מדברים על אנשים , על ילדים . אסיים במשפט אחד , לפחות במשפט חשוב אחד נוכח גשם הפצמ""רים שיורד על נווה דקלים ועל גוש קטיף וגשם ההכפשות וההשפלות שאנחנו שומעים בתקשורת . אמרו לו שמה שהוא יכול לקחת , שייקח . הוא אמר לנו במילים האלה , ואני לא יכול לשכוח אותן . אני קורא את הדברים בתקשורת , שמזייפת הרבה ואולי גם אומרת בין השיטין דברים שאינם מזויפים ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"קיבלתי ממנו מכתב , תחת הכותרת של משרד ראש הממשלה – המועצות הדתיות . לא אחזור על דברים שכבר נאמרו , אני לא רוצה לבזבז את זמנם של אנשים חשובים . לפני 27 שנים , כשבאתי לגוש קטיף והתיישבתי בגני טל עם הגרעין הראשון , ראש הממשלה היה יצחק רבין עליו השלום . אני גר בגוש קטיף . ייתכן שאילו אמרו לי שיום אחד יהיה שלום ואולי יוותרו על משהו – על גוש קטיף , על תל - אביב , על חלק ירושלים – הייתי בוחר לעצמי אם לשבת שם או לעשות קריירה אחרת , והיו לי אופציות נוספות ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"הוא דיבר מהסיבה הביטחונית . כך קיבלתי את זה . לא באתי משום אידאולוגיה . אין לי ספק בכך . ואלו דברים שכתובים כאן , רבותי , אני לא יודע אם קראתם ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"מעולם לא קיבלנו . והנה , הבן שלו מקבל התראה של שלושה חודשים , לא של 48 שעות , וזה קרדיט גדול מאוד . הוא הגיע לכאן מהסיבה הפשוטה שהוא חשב שכאן לעולם לא יגרשו אותו למקום אחר . אם אקבל מכתב ממנהלת סל""ע , אפתח ואתייחס בהתאם . הוא אמר שזה חלק מארץ ישראל ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"אי - אפשר לבדוק מה החוק אומר . אבל אני חייב לרדת לממד האנושי , כי אנחנו לא מדברים רק על ספר כחול שמזכיר צבעים אחרים . איש לא אמר לי שאשב על תנאי , כמו שטענו חבר הכנסת וילן וגם דובר אחר . זאת החותמת . או אם אשתי תקלף תפוח אדמה ואני אעשה משהו אחר – כבר ניאסר לחמש שנים ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"אין לי שום עניין עם המועצות הדתיות . כי שום מדינה בעולם חברי הפרלמנט לא היו מצביעים על חוק כזה , שבעצם נוגע לתושבים עצמם . יושבים כאן עוד שני חברים מגוש קטיף . תודה . זה סיפור אחר לגמרי ."
16_ptv_548530.docx,16,committee,שלמה וסרטל,"באתי כי חשבתי שאני בא לשבת שם , ולא על תנאי . החוק הזדוני והמשפיל הזה , החוק הדרקוני הזה – אם להשתמש במילים שגם חברי הכנסת השתמשו בהם – אני משוכנע שלפני ההצבעה חברי הכנסת לא קראו את החוק . הסיטואציה של עקירת ישובים – הדברים נשמעים בומבסטיים , צריך לרדת לרמת המשפחה , לרמת האדם . הוא הגיע לארץ ישראל , אף - על-פי שהיו לו סרטיפיקטים למדינות אחרות בתוך 48 שעות . הוא היה "" מר ביטחון "" , הוא היה איש התיישבות , שהשתייך למפלגת התיישבות , שיישבה הרבה מאוד את הארץ הזאת ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"התשובה שלילית . כך לגבי מסים , לגבי תעבורה , לגבי רישיון נהיגה , לגבי עבירות פליליות . אולי לו יהיה מה לתרום בקטע הזה , תרומה שלא תהיה בדיון השוטף אלא בדיון העמוק והגדול . שנית,לא רק שהם יגורשו – צריך גם להניח שצה""ל לא צריך לחזור כדי להצילם . כוונתי לאפשרות – המסויגת במידה קטנה מאוד – שהשלטון שיתפוס את השטח יפגע גם בזכויות הקניין שלהם ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"זה הוויכוח . גם בזה איננו יכולים לחדש הרבה . זו קרבה ודאית כמעט . אני מצטמצם לדיון העקרוני , החוקתי - משפטי . הוא נמצא בתוך סד של מלחמה ערכית כבדה אבל מגביל את דבריו לאמירות מצומצמות מאוד ברמה המשפטית ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"שלא כמו עו""ד רותם , תלמידי הטוב , הלך אבל הוא רצה להשכיר לסוהא ערפאת . ואני לא רוצה להגיב לזוויות אחרות , כי אני פה בכובע המשפטי . מבחינת המשפט הפנימי , ההליך אינו שלם עד האישור של הכנסת . האם זה מעשה שלטוני ופרטי מעורב , כי יש בו גם עסקה עם אנשים ? קודם כול , אנחנו מצפים שהזכויות הקנייניות לא יכובדו על - ידי מי שיתפוס את השטח ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"התשובה שלי היא שבמישור המשפטי האחריות של המדינה צריכה להתבסס על צפי של תהליכים שהתרחשו במקום שבו מדובר . האם זה מעשה שלטוני טהור ? כי היתה נוצרת סמכות לממשלה לקיים את אותה החלטה במישור המשפט הפנימי – כי ההליך לא הושלם . אנחנו יודעים מה הציפייה , מה יקרה להם . הצפי , בסבירות , הוא שקודם כול הרכוש לא יישאר בידי האנשים ;"
16_ptv_548530.docx,16,committee,שמעון שטרית,"כך זה מבחינת המשפט הפנימי , להבדיל מסוגיית האשרור במשפט הבין - לאומי . חסרה החלטת ממשלה בנוגע ליישובים הספציפיים . לדעתי משמעות הדברים שנידונים שם היא שאסור לצמצם את המענה שלנו , של החברה הישראלית , רק לפיצוי כספי וכלכלי . אבל אם לשלטון שיתפוס אפקטיבית את השטח , ואנחנו יודעים בערך איזה שלטון זה יהיה , יהיו אינטרסים לעשות פעולות שלטוניות ששוללות כל זכות של הילדה ושל ההורים שלה במקומות שבהם אנחנו שלחנו אותם אליהם , איזה היגיון יהיה להשאירם מופקרים לכך ? הדברים שלובים זה בזה ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"אני אומר שזאת שאלה . לכן זה נובע מהמקרה של סברה ושתילה . הציפייה השנייה נוגעת לקדושת החיים . בכל אלה צריך לדון בנפרד . החלטת המטרייה תבוא לידי הפעלה משפטית רק כפי שאמר סעיף 22(א ) , כשהוא בעצם רק מצייר את ההליך החוקתי הפנימי ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"הוא אמר שהאנשים שהחליטו לבצע את ההתנתקות – ברמה הפוליטית – לא שקלו מה יקרה בשטח אחרי ההתנתקות . העניין רחב בהרבה , ויש לו תוצאות עמוקות בהרבה מהתמחור של העסק , התמחור של הנכסים הציבוריים והאישיים , הגדרת מה כל אחד מקבל – הדיור הציבורי , השוכר וכו' – כל מה שבחוק , בחלק שלא תדונו בו . בסדר . לוקחים סיכון ? מה הציפייה שלנו ממה שיקרה בשטח ?"
16_ptv_548530.docx,16,committee,שמעון שטרית,"אדוני היושב - ראש , עו""ד רותם דיבר על תחולת העקרונות שנקבעו בדין וחשבון של ועדת החקירה בעניין סברה ושתילה בנוגע לסיטואציה הנידונה . אם תיסע ליד בית ספר במהירות גבוהה מאוד , וזו דוגמה מפורסמת שמופיעה באחד מפסקי הדין של השופט אגרנט , ותהרוג אדם , חס וחלילה – ברור שתהיה אפשרות להאשים בהריגה , ולא בנהיגה רשלנית . קודם כול אני שותף לתחושה הלא נוחה שהדיון יותר מדי טכנוקרטי ופחות מדי מעמיק . אני ממליץ לכם לקרוא דיון שפורסם על - ידי המכון לדמוקרטיה על הניסיון של פינוי סיני , וגם מחקרים שהיו בנושא . אם ההנחה הנכונה היא ההנחה שהציג חבר הכנסת לוי , ברור לי לחלוטין ,"
16_ptv_548530.docx,16,committee,שמעון שטרית,"אבל אלמלא היתה החלטה של הכנסת , לא היינו מגיעים לשאול את כל השאלות שהיושב - ראש שאל . בעצם בהצעת החוק שעומדת לפנינו יש השלמה , ובה נאמר שרק אחרי החלטת הממשלה יחליט ראש הממשלה על הצו בעניין הסגירה של השטחים והיישום . לא הספקתי לדבר על כך שאין אפשרות לעשות את המהלך בסמכות כללית , אלא צריך חקיקה מיוחדת והסמכה מיוחדת לפעולה , לפי סמכויות מיוחדות . זאת בעצם הסוגיה . אבל באנלוגיה אנחנו אומרים שהחלטה לוותר על שטח שקולה להתחייבות בין - לאומית לוותר על שטח ."
16_ptv_548530.docx,16,committee,שמעון שטרית,"מייד בהתחלה אומר שלא אתייחס בשום צורה לרמה הפוליטית . כי אם מניחים שצה""ל צריך לחזור כדי להציל אותם , אני לא מדבר על הקריאה הראשונה של הצעת החוק הזאת , אלא על ההחלטה מ- 6 ביוני , שאושרה על - ידי הכנסת לפי המנהג החוקתי במדינת ישראל . לכן השאלה היא אם אני יכול , בשיקול משפטי של האוטונומיה של היחיד , לאפשר ליחיד הזה לעשות ניסיון התאבדות . כאן מדובר בהליך של המשפט החוקתי הפנימי של מדינת ישראל , ומשתלבים בתוכו היבטים של המשפט הבין - לאומי ."
